State,County,% Adults with Obesity,% Excessive Drinking,Chlamydia Rate,% Drive Alone to Work
Minnesota,Mower,33,21,449.9,78
Minnesota,Murray,40,25,155.8,78
Minnesota,Nicollet,30,23,294.4,76
Minnesota,Nobles,34,19,432.9,75
Minnesota,Norman,37,22,60.6,75
Minnesota,Olmsted,27,20,462.8,73
Minnesota,Otter Tail,32,23,183.4,77
Minnesota,Pennington,32,25,323.1,81
Minnesota,Pine,38,23,215.7,77
Minnesota,Pipestone,33,22,99.0,78
Minnesota,Polk,38,24,221.4,78
Minnesota,Pope,31,26,127.6,81
Minnesota,Ramsey,28,20,619.7,73
Minnesota,Red Lake,33,24,223.3,80
Minnesota,Redwood,34,21,144.1,78
Minnesota,Renville,37,23,259.5,82
Minnesota,Rice,28,24,292.6,73
Minnesota,Rock,32,24,231.8,83
Minnesota,Roseau,37,23,110.9,76
Minnesota,St. Louis,28,25,423.5,80
Minnesota,Scott,29,23,294.2,83
Minnesota,Sherburne,32,26,258.0,84
Minnesota,Sibley,38,23,242.1,81
Minnesota,Stearns,30,23,379.5,80
Minnesota,Steele,33,23,368.7,85
Minnesota,Stevens,30,22,176.5,76
Minnesota,Swift,39,24,287.0,78
Minnesota,Todd,38,24,240.7,78
Minnesota,Traverse,31,25,301.3,74
Minnesota,Wabasha,40,25,157.3,77
Minnesota,Wadena,39,23,182.9,77
Minnesota,Waseca,31,24,324.7,83
Minnesota,Washington,26,22,292.6,83
Minnesota,Watonwan,33,21,369.0,77
Minnesota,Wilkin,33,24,332.1,81
Minnesota,Winona,29,23,395.1,77
Minnesota,Wright,33,25,193.6,85
Minnesota,Yellow Medicine,39,24,131.8,78
Minnesota,,39,15,740.1,85
Mississippi,Adams,38,13,812.8,87
Mississippi,Alcorn,39,16,387.0,87
Mississippi,Amite,40,14,281.2,83
Mississippi,Attala,43,14,790.2,82
Mississippi,Benton,43,14,457.2,88
Mississippi,Bolivar,40,14,851.5,84
Mississippi,Calhoun,37,15,696.9,88
Mississippi,Carroll,29,15,532.6,90
Mississippi,Chickasaw,44,14,851.5,85
Mississippi,Choctaw,43,15,471.1,85
Mississippi,Claiborne,47,10,,85
Mississippi,Clarke,33,15,758.2,86
Mississippi,Clay,50,13,799.4,86
Mississippi,Coahoma,43,11,1589.4,77
Mississippi,Copiah,44,14,1122.2,86
Mississippi,Covington,40,14,728.5,87
Mississippi,DeSoto,38,15,549.9,87
Mississippi,Forrest,34,15,1156.7,81
Mississippi,Franklin,35,15,682.5,86
Mississippi,George,38,17,464.8,75
Mississippi,Greene,47,16,412.1,75
Mississippi,Grenada,45,14,863.1,88
Mississippi,Hancock,35,17,361.3,84
Mississippi,Harrison,35,16,660.4,84
Mississippi,Hinds,41,13,1237.2,84
Mississippi,Holmes,51,10,1353.0,82
Mississippi,Humphreys,53,11,1066.9,74
Mississippi,Issaquena,22,12,373.4,91
Mississippi,Itawamba,35,16,,83
Mississippi,Jackson,36,17,507.9,88
Mississippi,Jasper,48,13,832.2,90
Mississippi,Jefferson,51,10,1280.6,87
Mississippi,Jefferson Davis,42,12,830.8,88
Mississippi,Jones,39,14,686.0,87
Mississippi,Kemper,43,12,890.4,85
Mississippi,Lafayette,33,16,783.5,82
Mississippi,Lamar,36,16,368.2,84
Mississippi,Lauderdale,37,14,825.9,83
Mississippi,Lawrence,35,14,711.9,89
Mississippi,Leake,49,13,810.0,79
Mississippi,Lee,33,15,678.2,89
Mississippi,Leflore,41,12,1505.7,88
Mississippi,Lincoln,39,16,585.2,91
Mississippi,Lowndes,37,14,892.1,88
Mississippi,Madison,37,17,538.1,85
Mississippi,Marion,38,15,526.5,85
Mississippi,Marshall,45,15,780.5,87
Mississippi,Monroe,38,15,825.2,84
Mississippi,Montgomery,38,14,717.6,87
Mississippi,Neshoba,41,15,837.6,77
Mississippi,Newton,36,15,675.0,82
Mississippi,Noxubee,50,13,1284.7,82
Mississippi,Oktibbeha,37,13,921.7,83
Mississippi,Panola,44,14,1226.7,87
Mississippi,Pearl River,40,17,492.1,81
Mississippi,Perry,40,14,664.9,86
Mississippi,Pike,37,12,742.4,87
Mississippi,Pontotoc,39,15,391.9,87
Mississippi,Prentiss,38,15,391.9,85
Mississippi,Quitman,35,11,990.5,84
Mississippi,Rankin,38,16,367.6,88
Mississippi,Scott,50,13,830.4,76
Mississippi,Sharkey,42,11,1172.5,87
Mississippi,Simpson,51,14,411.9,88
Mississippi,Smith,41,16,447.8,86
Mississippi,Stone,37,16,425.1,79
Mississippi,Sunflower,54,13,1046.9,81
Mississippi,Tallahatchie,42,13,977.0,80
Mississippi,Tate,43,15,657.5,89
Mississippi,Tippah,41,16,323.2,82
Mississippi,Tishomingo,39,16,194.5,89
Mississippi,Tunica,44,12,1805.7,85
Mississippi,Union,37,15,409.7,88
Mississippi,Walthall,42,13,586.2,83
Mississippi,Warren,38,15,1101.2,87
Mississippi,Washington,43,12,1313.3,86
Mississippi,Wayne,48,15,577.1,80
Mississippi,Webster,38,15,788.5,90
Mississippi,Wilkinson,49,12,533.8,86
Mississippi,Winston,44,14,707.0,79
Mississippi,Yalobusha,42,14,776.2,90
Mississippi,Yazoo,42,14,1123.6,79
Mississippi,,33,21,568.1,82
Missouri,Adair,29,18,338.9,78
Missouri,Andrew,29,20,262.0,87
Missouri,Atchison,37,20,94.8,82
Missouri,Audrain,34,18,694.2,82
Missouri,Barry,40,18,213.1,79
Missouri,Barton,29,19,379.7,83
Missouri,Bates,38,19,183.7,74
Missouri,Benton,34,18,194.0,77
Missouri,Bollinger,38,18,243.8,71
Missouri,Boone,28,20,858.2,79
Missouri,Buchanan,39,19,662.4,83
Missouri,Butler,38,17,389.1,80
Missouri,Caldwell,35,19,318.7,82
Missouri,Callaway,36,20,479.7,84
Missouri,Camden,24,19,302.4,82
Missouri,Cape Girardeau,33,19,534.8,82
Missouri,Carroll,33,18,363.8,78
Missouri,Carter,30,19,243.2,72
Missouri,Cass,37,20,357.7,86
Missouri,Cedar,32,19,291.3,80
Missouri,Chariton,37,19,160.4,81
Missouri,Christian,34,20,317.2,85
Missouri,Clark,31,19,59.5,78
Missouri,Clay,33,23,486.3,83
Missouri,Clinton,34,21,360.0,83
Missouri,Cole,41,19,610.1,86
Missouri,Cooper,34,20,340.1,79
Missouri,Crawford,40,18,315.3,80
Missouri,Dade,36,18,276.8,77
Missouri,Dallas,31,19,311.9,81
Missouri,Daviess,41,19,239.2,72
Missouri,DeKalb,35,20,198.6,81
Missouri,Dent,25,18,129.2,83
Missouri,Douglas,30,17,270.7,81
Missouri,Dunklin,42,15,381.8,78
Missouri,Franklin,37,21,306.8,84
Missouri,Gasconade,31,20,292.0,81
Missouri,Gentry,31,19,105.0,78
Missouri,Greene,31,18,779.1,82
Missouri,Grundy,32,20,301.5,75
Missouri,Harrison,36,19,234.6,77
Missouri,Henry,32,19,382.2,83
Missouri,Hickory,30,19,179.4,82
Missouri,Holt,31,20,113.3,82
Missouri,Howard,33,19,384.7,78
Missouri,Howell,35,17,309.2,84
Missouri,Iron,38,18,322.7,81
Missouri,Jackson,32,19,921.0,83
Missouri,Jasper,37,18,579.0,83
Missouri,Jefferson,33,21,283.3,87
Missouri,Johnson,33,18,760.7,81
Missouri,Knox,34,19,125.7,78
Missouri,Laclede,34,18,414.8,82
Missouri,Lafayette,34,19,306.4,81
Missouri,Lawrence,31,19,338.2,79
Missouri,Lewis,40,19,250.8,77
Missouri,Lincoln,36,20,352.4,87
Missouri,Linn,29,19,229.6,81
Missouri,Livingston,37,17,382.3,82
Missouri,McDonald,34,19,354.8,79
Missouri,Macon,35,18,308.2,83
Missouri,Madison,34,18,253.2,79
Missouri,Maries,39,19,157.9,74
Missouri,Marion,36,19,537.8,84
Missouri,Mercer,23,20,,76
Missouri,Miller,38,20,178.4,80
Missouri,Mississippi,39,16,721.3,76
Missouri,Moniteau,37,21,292.6,78
Missouri,Monroe,38,20,185.8,84
Missouri,Montgomery,19,19,201.1,83
Missouri,Morgan,27,18,124.1,72
Missouri,New Madrid,34,16,540.3,82
Missouri,Newton,30,19,399.7,81
Missouri,Nodaway,36,19,413.8,81
Missouri,Oregon,30,18,236.8,81
Missouri,Osage,23,21,168.4,80
Missouri,Ozark,28,17,130.6,75
Missouri,Pemiscot,35,15,725.1,86
Missouri,Perry,35,20,223.7,85
Missouri,Pettis,41,18,401.8,83
Missouri,Phelps,35,18,391.1,80
Missouri,Pike,41,19,215.4,82
Missouri,Platte,27,20,401.2,84
Missouri,Polk,37,19,390.0,78
Missouri,Pulaski,33,19,714.6,60
Missouri,Putnam,31,19,124.7,74
Missouri,Ralls,26,20,244.5,83
Missouri,Randolph,39,20,461.0,86
Missouri,Ray,32,20,328.2,85
Missouri,Reynolds,32,20,127.5,80
Missouri,Ripley,34,18,154.8,79
Missouri,St. Charles,32,24,307.2,86
Missouri,St. Clair,36,20,181.6,78
Missouri,Ste. Genevieve,30,20,274.6,81
Missouri,St. Francois,41,19,401.8,83
Missouri,St. Louis,29,21,647.1,83
Missouri,Saline,37,17,410.4,78
Missouri,Schuyler,35,19,110.9,89
Missouri,Scotland,30,19,161.2,70
Missouri,Scott,37,17,578.6,83
Missouri,Shannon,29,17,157.6,74
Missouri,Shelby,27,19,166.1,77
Missouri,Stoddard,39,18,316.7,83
Missouri,Stone,28,20,246.1,77
Missouri,Sullivan,30,18,305.0,66
Missouri,Taney,29,17,410.1,75
Missouri,Texas,38,17,182.6,79
Missouri,Vernon,30,19,264.2,74
Missouri,Warren,32,21,264.7,87
Missouri,Washington,31,18,179.8,81
Missouri,Wayne,33,18,203.1,74
Missouri,Webster,33,19,323.3,80
Missouri,Worth,31,19,,76
Missouri,Wright,29,17,294.6,79
Missouri,St. Louis City,35,21,1421.8,73
Missouri,,27,22,468.1,76
Montana,Beaverhead,27,23,487.6,72
Montana,Big Horn,39,19,1257.5,69
Montana,Blaine,39,20,924.3,76
Montana,Broadwater,29,23,269.5,82
Montana,Carbon,24,24,224.4,69
Montana,Carter,23,23,,55
Montana,Cascade,31,22,598.9,80
Montana,Chouteau,31,22,104.1,60
Montana,Custer,30,25,256.0,77
Montana,Daniels,27,24,,67
Montana,Dawson,38,23,111.7,75
Montana,Deer Lodge,26,22,362.4,78
Montana,Fallon,39,24,,77
Montana,Fergus,33,22,301.1,67
Montana,Flathead,25,22,329.0,80
Montana,Gallatin,19,26,500.9,73
Montana,Garfield,38,22,,51
Montana,Glacier,38,19,1327.0,68
Montana,Golden Valley,26,22,,56
Montana,Granite,25,23,208.5,59
Montana,Hill,39,25,1032.6,79
Montana,Jefferson,27,23,159.8,75
Montana,Judith Basin,35,23,,52
Montana,Lake,31,23,535.1,75
Montana,Lewis and Clark,27,20,357.1,78
Montana,Liberty,37,22,,53
Montana,Lincoln,27,20,236.6,74
Montana,McCone,31,24,,62
Montana,Madison,23,24,159.0,65
Montana,Meagher,29,21,216.1,64
Montana,Mineral,31,22,399.5,73
Montana,Missoula,21,23,529.6,73
Montana,Musselshell,31,20,150.9,70
Montana,Park,21,25,171.2,68
Montana,Petroleum,23,23,,43
Montana,Phillips,36,23,97.1,67
Montana,Pondera,32,24,167.8,71
Montana,Powder River,23,22,,67
Montana,Powell,27,25,780.0,70
Montana,Prairie,29,23,,56
Montana,Ravalli,29,22,260.8,72
Montana,Richland,35,24,244.6,81
Montana,Roosevelt,39,21,1234.5,75
Montana,Rosebud,34,23,1427.3,77
Montana,Sanders,25,22,187.9,64
Montana,Sheridan,36,22,115.3,75
Montana,Silver Bow,27,22,364.1,82
Montana,Stillwater,29,23,169.9,67
Montana,Sweet Grass,28,24,,66
Montana,Teton,26,22,98.6,66
Montana,Toole,30,23,184.2,67
Montana,Treasure,31,22,,76
Montana,Valley,34,22,430.5,73
Montana,Wheatland,32,21,233.6,43
Montana,Wibaux,31,22,490.2,75
Montana,Yellowstone,28,23,563.6,83
Montana,,33,24,418.0,82
Nebraska,Adams,37,23,268.3,83
Nebraska,Antelope,34,23,94.3,77
Nebraska,Arthur,32,23,,62
Nebraska,Banner,30,23,,56
Nebraska,Blaine,34,25,,61
Nebraska,Boone,36,26,74.7,77
Nebraska,Box Butte,35,21,220.5,82
Nebraska,Boyd,36,23,,67
Nebraska,Brown,41,22,,76
Nebraska,Buffalo,33,23,309.7,83
Nebraska,Burt,37,21,244.8,83
Nebraska,Butler,33,24,235.9,80
Nebraska,Cass,43,26,158.4,86
Nebraska,Cedar,38,25,82.1,77
Nebraska,Chase,36,23,,81
Nebraska,Cherry,30,21,154.7,65
Nebraska,Cheyenne,33,25,175.7,82
Nebraska,Clay,39,23,128.9,78
Nebraska,Colfax,37,21,207.8,78
Nebraska,Cuming,39,25,44.2,82
Nebraska,Custer,37,22,73.4,75
Nebraska,Dakota,38,18,500.3,73
Nebraska,Dawes,29,24,382.5,71
Nebraska,Dawson,34,21,236.2,78
Nebraska,Deuel,31,23,,81
Nebraska,Dixon,35,24,347.6,81
Nebraska,Dodge,35,23,340.5,83
Nebraska,Douglas,31,24,666.6,82
Nebraska,Dundy,35,21,,88
Nebraska,Fillmore,36,26,161.2,83
Nebraska,Franklin,36,23,200.7,81
Nebraska,Frontier,39,24,342.1,75
Nebraska,Furnas,37,22,125.5,81
Nebraska,Gage,38,23,157.4,80
Nebraska,Garden,25,23,,68
Nebraska,Garfield,30,24,,76
Nebraska,Gosper,26,26,,78
Nebraska,Grant,32,22,,56
Nebraska,Greeley,40,23,210.6,74
Nebraska,Hall,37,21,326.7,82
Nebraska,Hamilton,33,24,119.5,78
Nebraska,Harlan,30,23,,80
Nebraska,Hayes,28,22,,73
Nebraska,Hitchcock,39,22,176.4,77
Nebraska,Holt,34,22,205.8,77
Nebraska,Hooker,27,23,,57
Nebraska,Howard,39,24,,80
Nebraska,Jefferson,36,22,111.5,80
Nebraska,Johnson,34,24,,78
Nebraska,Kearney,36,23,122.5,81
Nebraska,Keith,32,24,99.1,81
Nebraska,Keya Paha,27,24,,62
Nebraska,Kimball,40,22,,80
Nebraska,Knox,34,23,141.6,79
Nebraska,Lancaster,30,25,544.9,81
Nebraska,Lincoln,41,23,306.1,86
Nebraska,Logan,36,24,,71
Nebraska,Loup,31,23,,59
Nebraska,McPherson,21,23,,58
Nebraska,Madison,33,22,341.5,81
Nebraska,Merrick,42,25,88.8,86
Nebraska,Morrill,36,22,227.5,73
Nebraska,Nance,37,24,110.9,78
Nebraska,Nemaha,36,23,201.5,80
Nebraska,Nuckolls,35,22,163.7,78
Nebraska,Otoe,39,23,137.3,80
Nebraska,Pawnee,35,22,151.5,71
Nebraska,Perkins,23,23,,77
Nebraska,Phelps,38,23,143.5,85
Nebraska,Pierce,32,24,168.1,79
Nebraska,Platte,36,23,253.2,80
Nebraska,Polk,35,23,75.1,82
Nebraska,Red Willow,33,22,139.8,86
Nebraska,Richardson,38,22,238.4,82
Nebraska,Rock,38,23,,78
Nebraska,Saline,37,23,228.5,82
Nebraska,Sarpy,34,22,308.1,87
Nebraska,Saunders,37,25,175.7,85
Nebraska,Scotts Bluff,34,18,382.3,84
Nebraska,Seward,34,22,122.4,80
Nebraska,Sheridan,29,22,132.4,65
Nebraska,Sherman,35,26,,84
Nebraska,Sioux,21,23,,55
Nebraska,Stanton,34,23,,84
Nebraska,Thayer,32,24,138.8,82
Nebraska,Thomas,27,24,,73
Nebraska,Thurston,47,23,983.0,75
Nebraska,Valley,32,23,,79
Nebraska,Washington,33,26,193.0,86
Nebraska,Wayne,37,26,397.1,83
Nebraska,Webster,34,22,255.4,76
Nebraska,Wheeler,26,23,,64
Nebraska,York,40,23,202.8,80
Nebraska,,27,18,584.0,78
Nevada,Churchill,32,22,416.8,81
Nevada,Clark,27,17,621.3,79
Nevada,Douglas,26,23,248.4,77
Nevada,Elko,28,21,311.5,64
Nevada,Esmeralda,24,19,,62
Nevada,Eureka,24,23,204.0,53
Nevada,Humboldt,32,24,320.9,59
Nevada,Lander,30,21,263.5,59
Nevada,Lincoln,28,23,153.2,77
Nevada,Lyon,33,20,362.1,79
Nevada,Mineral,38,19,336.5,78
Nevada,Nye,33,20,219.4,77
Nevada,Pershing,39,21,199.8,71
Nevada,Storey,28,22,174.7,80
Nevada,Washoe,24,22,576.7,77
Nevada,White Pine,31,21,125.1,79
Nevada,Carson City,31,19,502.3,80
Nevada,,29,20,278.1,81
New Hampshire,Belknap,28,21,223.7,80
New Hampshire,Carroll,28,22,158.1,81
New Hampshire,Cheshire,32,22,231.7,77
New Hampshire,Coos,37,20,319.3,76
New Hampshire,Grafton,25,22,298.7,74
New Hampshire,Hillsborough,29,19,332.9,81
New Hampshire,Merrimack,28,21,231.9,81
New Hampshire,Rockingham,27,23,228.2,83
New Hampshire,Strafford,32,21,378.7,79
New Hampshire,Sullivan,33,19,190.4,82
New Hampshire,,27,16,405.5,71
New Jersey,Atlantic,33,17,488.3,78
New Jersey,Bergen,22,18,246.4,68
New Jersey,Burlington,30,20,365.6,83
New Jersey,Camden,33,17,656.7,76
New Jersey,Cape May,28,21,317.5,80
New Jersey,Cumberland,37,18,628.0,81
New Jersey,Essex,29,17,801.6,61
New Jersey,Gloucester,33,19,383.6,84
New Jersey,Hudson,24,18,487.4,37
New Jersey,Hunterdon,22,21,170.3,79
New Jersey,Mercer,28,16,524.4,71
New Jersey,Middlesex,26,16,309.2,72
New Jersey,Monmouth,28,20,284.0,75
New Jersey,Morris,22,20,190.9,80
New Jersey,Ocean,28,19,194.7,83
New Jersey,Passaic,27,17,564.4,71
New Jersey,Salem,39,18,430.0,85
New Jersey,Somerset,24,21,253.4,79
New Jersey,Sussex,27,21,139.7,85
New Jersey,Union,26,17,446.9,68
New Jersey,Warren,32,21,206.9,81
New Jersey,,27,17,670.5,80
New Mexico,Bernalillo,24,16,746.2,81
New Mexico,Catron,26,18,,68
New Mexico,Chaves,34,19,527.2,84
New Mexico,Cibola,34,16,916.1,75
New Mexico,Colfax,28,16,279.3,76
New Mexico,Curry,32,16,879.3,84
New Mexico,De Baca,35,18,437.4,75
New Mexico,Dona Ana,26,18,713.4,80
New Mexico,Eddy,37,18,564.9,87
New Mexico,Grant,29,19,559.8,82
New Mexico,Guadalupe,40,18,677.4,85
New Mexico,Harding,28,17,,72
New Mexico,Hidalgo,27,16,580.7,75
New Mexico,Lea,34,16,495.9,84
New Mexico,Lincoln,24,19,247.5,75
New Mexico,Los Alamos,23,19,122.7,78
New Mexico,Luna,35,15,585.6,82
New Mexico,McKinley,38,14,970.2,73
New Mexico,Mora,27,15,505.4,67
New Mexico,Otero,31,16,560.6,80
New Mexico,Quay,27,16,469.5,80
New Mexico,Rio Arriba,29,15,684.4,86
New Mexico,Roosevelt,31,17,848.9,76
New Mexico,Sandoval,28,18,515.8,79
New Mexico,San Juan,35,15,877.7,84
New Mexico,San Miguel,31,15,673.9,73
New Mexico,Santa Fe,16,18,515.0,79
New Mexico,Sierra,29,18,278.9,81
New Mexico,Socorro,31,17,601.3,64
New Mexico,Taos,16,19,335.4,67
New Mexico,Torrance,34,16,419.2,79
New Mexico,Union,34,19,191.1,72
New Mexico,Valencia,34,16,758.5,83
New Mexico,,26,19,602.4,53
New York,Albany,28,22,624.0,75
New York,Allegany,37,20,336.9,76
New York,Bronx,29,16,1202.4,23
New York,Broome,30,22,321.7,81
New York,Cattaraugus,39,21,279.3,83
New York,Cayuga,34,23,333.7,83
New York,Chautauqua,34,22,469.6,81
New York,Chemung,35,20,372.9,82
New York,Chenango,39,20,206.8,79
New York,Clinton,36,22,374.2,81
New York,Columbia,27,22,331.7,75
New York,Cortland,34,21,424.8,78
New York,Delaware,32,22,211.1,75
New York,Dutchess,28,22,395.5,76
New York,Erie,30,23,588.7,82
New York,Essex,30,21,218.7,77
New York,Franklin,39,22,209.3,79
New York,Fulton,36,20,395.3,84
New York,Genesee,34,20,269.2,83
New York,Greene,31,22,307.6,80
New York,Hamilton,30,24,89.2,82
New York,Herkimer,34,25,266.7,81
New York,Jefferson,36,21,764.5,78
New York,Kings,24,18,817.6,18
New York,Lewis,36,22,229.7,79
New York,Livingston,37,20,266.5,80
New York,Madison,31,23,283.2,81
New York,Monroe,31,21,715.2,81
New York,Montgomery,35,20,310.6,80
New York,Nassau,24,19,349.3,68
New York,New York,16,24,1034.3,6
New York,Niagara,32,20,470.4,86
New York,Oneida,33,19,396.4,82
New York,Onondaga,32,22,689.9,80
New York,Ontario,32,21,300.3,83
New York,Orange,29,21,409.2,75
New York,Orleans,37,20,400.2,79
New York,Oswego,37,22,276.8,82
New York,Otsego,29,23,366.1,75
New York,Putnam,23,22,188.3,78
New York,Queens,24,16,596.1,32
New York,Rensselaer,30,25,503.4,80
New York,Richmond,29,19,357.3,56
New York,Rockland,23,18,336.0,71
New York,St. Lawrence,36,23,268.2,77
New York,Saratoga,28,24,238.0,83
New York,Schenectady,31,20,525.2,81
New York,Schoharie,36,21,213.2,78
New York,Schuyler,32,23,133.3,77
New York,Seneca,38,21,243.5,80
New York,Steuben,35,20,274.2,81
New York,Suffolk,26,21,343.4,80
New York,Sullivan,36,19,361.7,82
New York,Tioga,32,21,189.4,85
New York,Tompkins,23,22,438.0,60
New York,Ulster,29,21,335.0,77
New York,Warren,30,22,316.1,82
New York,Washington,35,21,222.3,82
New York,Wayne,37,18,320.9,84
New York,Westchester,22,19,400.4,57
New York,Wyoming,38,23,135.8,83
New York,Yates,32,20,220.4,71
New York,,32,18,647.8,81
North Carolina,Alamance,38,18,575.2,86
North Carolina,Alexander,39,20,201.1,84
North Carolina,Alleghany,30,17,326.4,82
North Carolina,Anson,41,16,720.3,84
North Carolina,Ashe,26,19,148.4,75
North Carolina,Avery,24,19,165.4,78
North Carolina,Beaufort,45,17,615.9,87
North Carolina,Bertie,45,15,858.3,81
North Carolina,Bladen,49,15,427.1,87
North Carolina,Brunswick,31,19,336.9,80
North Carolina,Buncombe,24,18,440.6,78
North Carolina,Burke,36,17,394.2,86
North Carolina,Cabarrus,34,18,546.7,82
North Carolina,Caldwell,38,17,348.9,83
North Carolina,Camden,36,19,359.1,86
North Carolina,Carteret,34,20,349.9,82
North Carolina,Caswell,23,17,423.9,86
North Carolina,Catawba,32,20,415.3,85
North Carolina,Chatham,26,19,295.2,80
North Carolina,Cherokee,31,19,185.1,79
North Carolina,Chowan,45,17,666.4,80
North Carolina,Clay,26,18,198.7,81
North Carolina,Cleveland,37,17,682.2,84
North Carolina,Columbus,45,16,529.2,86
North Carolina,Craven,30,19,796.5,80
North Carolina,Cumberland,32,17,1217.0,79
North Carolina,Currituck,30,20,296.2,83
North Carolina,Dare,28,22,310.3,77
North Carolina,Davidson,36,16,418.2,84
North Carolina,Davie,38,19,310.9,83
North Carolina,Duplin,36,15,540.3,80
North Carolina,Durham,28,16,916.4,78
North Carolina,Edgecombe,40,14,985.8,82
North Carolina,Forsyth,34,15,755.2,83
North Carolina,Franklin,41,17,521.4,84
North Carolina,Gaston,29,17,713.5,85
North Carolina,Gates,49,18,337.8,88
North Carolina,Graham,41,18,199.0,82
North Carolina,Granville,37,17,767.3,84
North Carolina,Greene,29,16,799.4,82
North Carolina,Guilford,35,17,975.4,82
North Carolina,Halifax,42,15,955.0,84
North Carolina,Harnett,35,18,571.7,86
North Carolina,Haywood,33,19,273.4,82
North Carolina,Henderson,29,20,289.5,81
North Carolina,Hertford,49,14,811.5,83
North Carolina,Hoke,37,16,735.5,83
North Carolina,Hyde,34,18,335.6,79
North Carolina,Iredell,35,22,414.9,83
North Carolina,Jackson,28,18,474.7,80
North Carolina,Johnston,35,19,448.9,83
North Carolina,Jones,42,16,500.2,84
North Carolina,Lee,35,17,473.3,82
North Carolina,Lenoir,37,16,944.0,81
North Carolina,Lincoln,32,20,392.0,87
North Carolina,McDowell,40,18,321.1,84
North Carolina,Macon,30,18,290.8,82
North Carolina,Madison,32,19,326.5,79
North Carolina,Martin,39,16,746.0,86
North Carolina,Mecklenburg,29,18,852.7,77
North Carolina,Mitchell,28,19,238.9,83
North Carolina,Montgomery,33,16,510.3,86
North Carolina,Moore,26,19,397.9,82
North Carolina,Nash,38,16,722.4,85
North Carolina,New Hanover,29,20,533.0,81
North Carolina,Northampton,40,16,886.1,83
North Carolina,Onslow,29,18,1078.4,72
North Carolina,Orange,22,19,475.3,68
North Carolina,Pamlico,38,18,260.1,81
North Carolina,Pasquotank,42,16,807.7,82
North Carolina,Pender,29,19,334.7,81
North Carolina,Perquimans,34,18,452.7,82
North Carolina,Person,34,17,444.5,85
North Carolina,Pitt,39,17,1142.7,83
North Carolina,Polk,33,20,180.0,80
North Carolina,Randolph,32,18,353.8,84
North Carolina,Richmond,38,16,906.3,87
North Carolina,Robeson,39,15,867.2,87
North Carolina,Rockingham,38,17,457.4,84
North Carolina,Rowan,37,17,674.8,83
North Carolina,Rutherford,33,17,425.2,82
North Carolina,Sampson,39,16,509.2,84
North Carolina,Scotland,47,15,897.6,87
North Carolina,Stanly,28,18,434.3,83
North Carolina,Stokes,35,19,251.5,89
North Carolina,Surry,29,17,286.6,86
North Carolina,Swain,28,17,825.5,83
North Carolina,Transylvania,25,20,226.8,82
North Carolina,Tyrrell,24,16,444.2,80
North Carolina,Union,36,18,424.9,82
North Carolina,Vance,29,14,1108.3,81
North Carolina,Wake,28,18,604.5,79
North Carolina,Warren,47,15,613.6,81
North Carolina,Washington,40,15,749.3,78
North Carolina,Watauga,21,19,497.1,75
North Carolina,Wayne,40,15,736.1,82
North Carolina,Wilkes,39,17,265.4,85
North Carolina,Wilson,33,16,808.1,83
North Carolina,Yadkin,34,18,227.7,83
North Carolina,Yancey,24,18,191.6,84
North Carolina,,34,24,466.6,82
North Dakota,Adams,32,24,,69
North Dakota,Barnes,35,22,195.6,80
